Categoría	Título	Empresa	Ubicación	Contrato	Salario	Experiencia	Fecha publicación	Habilidades	Descripción	Enlace
python	Administrador/a Sistemas Linux	Grupo Ns	Remoto	Remoto	30.000 €	N/D	06/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo administrador/a sistemas linux en Grupo NS - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/administrador-sistemas-linux-grupo-ns/python-redhat/rf-fc451976d23563c95544
python	Experto en IA Generativa	N/D	Madrid	Híbrido	N/D	N/D	04/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo experto en ia generativa en Hibrido PANEL Sistemas Informáticos Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/experto-en-ia-generativa-panel-sistemas-informatic/aws-eks/rf-57c71dbba24703211647
python	Programmer analyst TALEND	N/D	Sevilla	Remoto	31.000 €	N/D	06/11/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo programmer analyst talend en Krell Consulting & Training Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registra	https://www.tecnoempleo.com/programmer-analyst-talend-krell-consulting-trainin/etl-scrum/rf-18d01244524b63cd204f
python	Senior Programmer Python	N/D	Barcelona	Híbrido	38.000euros	N/D	05/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior programmer python en Hibrido Krell Consulting & Training Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/senior-programmer-python-krell-consulting-training/sql-aws/rf-511c1cf552c173e5f741
python	Senior Programmer Python	N/D	Barcelona	Híbrido	37.000euros	N/D	05/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior programmer python en Hibrido Krell Consulting & Training Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/senior-programmer-python-krell-consulting-training/sql-aws/rf-dacd1369823e73a7d745
python	Senior AI Engineer	Wizeline	Madrid	Indefinido	N/D	N/D	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior ai engineer en Madrid WIZELINE - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/senior-ai-engineer-wizeline/python-typescript/rf-1d4a19169265339e5848
python	AI Engineer	Page Personnel	Barcelona	Híbrido	65.000 €	N/D	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ai engineer en Hibrido Page Personnel - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/ai-engineer-page-personnel/inteligencia-artificial-python/rf-ba7510e5a2c9b3fef44d
python	Data Analyst junior	N/D	Teletrabajo	Híbrido	N/D	1 años	06/11/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data analyst junior en Valladolid Segula Technologies Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado 	https://www.tecnoempleo.com/data-analyst-junior-segula-technologies/etl-sap/rf-b14f1732328823b43742
python	Ingeniero/a de datos Python-Pyspark	Quental	Remoto	Remoto	21.000 €	N/D	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ingeniero/a de datos python-pyspark en Quental - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/ingeniero-datos-python-pyspark-quental/python/rf-58b31f5382769324b444
python	Administrador/a de sistemas Linux	Gmv	Madrid	Híbrido	N/D	N/D	05/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo administrador/a de sistemas linux en Madrid GMV - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato	https://www.tecnoempleo.com/administrador-sistemas-linux-gmv/shell-python/rf-bf8d1e67b2d8b3693e41
python	Software Manager IOT	Page Personnel	Barcelona	Prácticas	60.000 €	10 años	06/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo software manager iot en Barcelona Page Personnel - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidat	https://www.tecnoempleo.com/software-manager-iot-page-personnel/ci-cd-aws/rf-377f1230e29b23c52c4f
python	Big Data Scientist Intern	Airbus	Madrid	Prácticas	N/D	Sin experiencia	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, spark, sql	Oferta de Empleo big data scientist intern en Madrid Airbus - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/big-data-scientist-intern-airbus/python/rf-3ed61bc1e2f6736a4e4c
python	Ingeniero/a en Inteligencia Artificial	N/D	Madrid	Híbrido	N/D	N/D	06/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ingeniero/a en inteligencia artificial en Hibrido Digital Talent Agency Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Can	https://www.tecnoempleo.com/ingeniero-en-inteligencia-artificial-digital-talen/python-ia-generativa/rf-227c1ca192332306ee4e
python	AI Engineer (ODS)	Santander	Madrid	Indefinido	N/D	N/D	05/11/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, scikit, spark, sql, tensorflow	Oferta de Empleo ai engineer (ods) en Madrid Santander - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/ai-engineer-ods-santander/python-java/rf-188b102922f973eeea41
python	Devops Engineer	Hays	Barcelona	Híbrido	45.000 €	3 años	04/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo devops engineer en Hibrido HAYS - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado Entr	https://www.tecnoempleo.com/devops-engineer-hays/docker-kubernetes/rf-2b8613a67289d32a7e43
python	Data Engineer	Bitpanda	Barcelona	Híbrido	N/D	N/D	03/11/2025	ai, airflow, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineer en Hibrido Bitpanda - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado En	https://www.tecnoempleo.com/data-engineer-bitpanda/python-sql/rf-218312cb72a893f34041
python	Senior Data Engineer Python	Wizeline	Barcelona	Indefinido	N/D	N/D	03/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, spark, sql	Oferta de Empleo senior data engineer python en Barcelona WIZELINE - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candida	https://www.tecnoempleo.com/senior-data-engineer-python-wizeline/numpy-pandas/rf-a3f212e1e25a63a90349
python	Ingeniero/a Operaciones	N/D	Híbrido	Híbrido	N/D	N/D	03/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ingeniero/a operaciones en Hibrido Qubiotech Health Intelligence S.l. Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candi	https://www.tecnoempleo.com/ingeniero-operaciones-qubiotech-health-intelligenc/pacs-dicom/rf-74751aeaf2b433e76a4c
python	Data Analyst - GCP / SAP	Segula Technologies	Teletrabajo	Híbrido	N/D	3 años	04/11/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data analystgcp / sap en Hibrido Segula Technologies - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/data-analyst-gcp-sap-segula-technologies/etl-excel/rf-1c13194bb26483b6aa4a
python	AI Engineer	London Axiom Software Solutions	N/D	Indefinido	N/D	N/D	03/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ai engineer en London Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/ai-engineer-axiom-software-solutions/gen-ai-python/rf-69291ddd724083eccf41
python	Developer Fullstack Python (IA)	N/D	Remoto	Remoto	40.000 €	N/D	04/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo developer fullstack python (ia) en Krell Consulting & Training Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato re	https://www.tecnoempleo.com/developer-fullstack-python-ia-krell-consulting-tra/java-angular/rf-217a102b2293d35c9d47
python	Ingeniero/a de software embarcado	Gmv	Madrid	Híbrido	N/D	N/D	03/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ingeniero/a de software embarcado en Madrid GMV - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato	https://www.tecnoempleo.com/ingeniero-software-embarcado-gmv/c-python/rf-1cca1889e241e3cd124b
python	GenAI - Senior Engineer	Accenture	Madrid	Indefinido	N/D	N/D	03/11/2025	ai, aws, azure, docker, gcp, git, java, kubernetes, linux, ml, pandas, power bi, python, r, scikit, spark, sql, tensorflow	Oferta de Empleo genaisenior engineer en Madrid Accenture - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regist	https://www.tecnoempleo.com/genai-senior-engineer-accenture/python-tensorflow/rf-6aee153a929e930c824d
python	Senior Software Engineer	Randstad Es	Madrid	Indefinido	N/D	N/D	04/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior software engineer en Madrid Randstad ES - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/senior-software-engineer-randstad-es/python-java/rf-7c1c1376226dc31a2144
python	AI Engineer	Hays	Barcelona	Prácticas	N/D	N/D	03/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql, tensorflow	Oferta de Empleo ai engineer en Barcelona HAYS - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado Entra 	https://www.tecnoempleo.com/ai-engineer-hays/python-pytorch/rf-0f591a8802eb936e294c
python	Responsable de Monitorización	N/D	Teletrabajo	Híbrido	80.000 €	N/D	04/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo responsable de monitorización en Hibrido Michael Page Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado 	https://www.tecnoempleo.com/responsable-monitorizacion-michael-page/siem-python/rf-bfe81bf31243b367dc44
python	Web development Techlead	Albacete Airbus	N/D	Indefinido	N/D	N/D	04/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo web development techlead en Albacete Airbus - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato reg	https://www.tecnoempleo.com/web-development-techlead-airbus/html-css/rf-85ad13e252dd531b8949
python	Desarrollador/a Python	Arelance	Remoto	Remoto	24.000 €	2 años	31/10/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo desarrollador/a python en Arelance - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado E	https://www.tecnoempleo.com/desarrollador-python-arelance/python/rf-4d8d12ec32e1d393c840
python	Data Science/MLOps Engineer	Accenture	Madrid	Indefinido	N/D	N/D	03/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data science/mlops engineer en Madrid Accenture - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato	https://www.tecnoempleo.com/data-science-mlops-engineer-accenture/python-machine-learning/rf-cc941d029256c31fe048
python	Ingeniero/a Sistemas Radar ATM	N/D	Madrid	Híbrido	45.000 €	N/D	04/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ingeniero/a sistemas radar atm en Hibrido Grupo Digital Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/ingeniero-sistemas-radar-atm-grupo-digital/matlab-python/rf-5b7815dac29713b2a645
python	Senior Python/Java Developer	Talan	N/D	Indefinido	N/D	N/D	31/10/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior python/java developer en Málaga Talan - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato re	https://www.tecnoempleo.com/senior-python-java-developer-talan/python/rf-c14c1f435275a3a96443
python	Python Developer (GenAI/LLM)	N/D	Madrid	Híbrido	500 €	N/D	04/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo python developer (genai/llm) en Hibrido Grupo Digital Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado 	https://www.tecnoempleo.com/python-developer-genai-llm-grupo-digital/fastapi/rf-a76611cda2f6031baa45
python	Senior Data Science Consultant AWS	Amazon	Madrid	Indefinido	N/D	N/D	04/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql, tensorflow	Oferta de Empleo senior data science consultant aws en Madrid Amazon - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candi	https://www.tecnoempleo.com/senior-data-science-consultant-aws-amazon/python-tensorflow/rf-07ed14bd5274c3e24348
