Categoría	Título	Empresa	Ubicación	Contrato	Salario	Experiencia	Fecha publicación	Habilidades	Descripción	Enlace
python	Senior Data Engineer con Discapacidad	N/D	Madrid	Prácticas	45.000 €	N/D	07/11/2025	ai, airflow, aws, azure, big data, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, scikit, spark, sql	Oferta de Empleo senior data engineer con discapacidad en Madrid Michael Page Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/senior-data-engineer-con-discapacidad-michael-page/python-sql/rf-77dc11f672daf3e67947
python	Data Growth Analyst	Randstad Es	Madrid	Indefinido	N/D	3 años	07/11/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data growth analyst en Madrid Randstad ES - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/data-growth-analyst-randstad-es/sql-python/rf-dcfb1f8c6261c34e1844
python	Programador/a Java Python	N/D	Remoto	Híbrido	N/D	4 años	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo programador/a java python en Hibrido Digital Talent Agency Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regist	https://www.tecnoempleo.com/programador-java-python-digital-talent-agency/shell/rf-0ed117c162b983539146
python	Desarrollador líder de Python GO	Serem	Remoto	Remoto	N/D	6 años	07/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo desarrollador líder de python go en Serem - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/desarrollador-lider-python-go-serem/java-git/rf-9fd61eb472152371284b
python	Programador/a Python	Grupo Ns	Barcelona	Remoto	33.000 €	3 años	07/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo programador/a python en Grupo NS - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado Ent	https://www.tecnoempleo.com/programador-python-grupo-ns/git-jenkins/rf-4153105d92e00356294b
python	Automatizador/a de Pruebas Funcionales	N/D	Barcelona	Indefinido	N/D	5 años	06/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo automatizador/a de pruebas funcionales en Presencial PANEL Sistemas Informáticos Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis A	https://www.tecnoempleo.com/automatizador-pruebas-funcionales-panel-sistemas-i/python-testlink/rf-f8ae12c0527593dded4e
python	Sistemas y Networking	Michael Page	Bilbao	Temporal	N/D	N/D	07/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo sistemas y networking en Bilbao Michael Page - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato re	https://www.tecnoempleo.com/sistemas-networking-michael-page/redes-router/rf-f8f41b6fd2fa7381ea4c
python	Ingeniero/a de IA	Michael Page	Sevilla	Teletrabajo	48.000 €	N/D	07/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ingeniero/a de ia en Sevilla Michael Page - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/ingeniero-ia-michael-page/python/rf-7bb11e7e023be3c34644
python	Azure Data Engineer	Serem	Remoto	Remoto	N/D	3 años	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo azure data engineer en Serem - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado Entra e	https://www.tecnoempleo.com/azure-data-engineer-serem/azure-data-factory-pyspark/rf-4e54191fc263c3f2c747
python	Programador/a C++	Segula Technologies	Madrid	Híbrido	N/D	N/D	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo programador/a c++ en Hibrido Segula Technologies - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidat	https://www.tecnoempleo.com/programador-c-segula-technologies/c-python/rf-b3e913a902d753b6794b
python	Programador/a Fullstack Ruby on Rails	Pss	Madrid	Híbrido	30.000 €	N/D	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo programador/a fullstack ruby on rails en Hibrido PSS - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/programador-fullstack-ruby-on-rails-pss/react-python/rf-acb91631f2d653185546
python	Java Developer	N/D	N/D	Indefinido	N/D	N/D	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo java developer en North West Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado 	https://www.tecnoempleo.com/java-developer-axiom-software-solutions/sql-python/rf-8bde18a3921463692045
python	Software Engineering Manager - Tech	Cdmon	Barcelona	Híbrido	72.000 €	5 años	07/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo software engineering managertech en Hibrido CDmon - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candida	https://www.tecnoempleo.com/software-engineering-manager-tech-cdmon/php-laravel/rf-1594101e12472369ab4d
python	Programadores Qlik Sense	Presencial Seltime	Barcelona	Indefinido	24.000 €	N/D	07/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo programadores qlik sense en Presencial Seltime - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/programadores-qlik-sense-seltime/qlik-sense-qlikview/rf-418f109392d51399f246
python	BECA - Analista de datos	Bnp Paribas	Madrid	Híbrido	N/D	Sin experiencia	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo becaanalista de datos en Hibrido BNP Paribas - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato re	https://www.tecnoempleo.com/beca-analista-datos-bnp-paribas/python-sql/rf-75b71a754259e3b4a546
python	Technical Solution Architect	N/D	N/D	Indefinido	N/D	N/D	07/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo technical solution architect en London Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/technical-solution-architect-axiom-software-soluti/java-python/rf-aa1519d152d3b3e8b742
python	GenAI Engineer	Panel Sistemas Informáticos	Remoto	Remoto	N/D	N/D	07/11/2025	ai, aws, azure, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, scikit, spark, sql, tensorflow	Oferta de Empleo genai engineer en PANEL Sistemas Informáticos - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/genai-engineer-panel-sistemas-informaticos/machine-learning-deep-learning/rf-26c81cf8e292833ca14b
python	Ingeniero QA (Automatización)	Arelance	Remoto	Remoto	33.000 €	3 años	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ingeniero qa (automatización) en Arelance - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/ingeniero-qa-automatizacion-arelance/python-pytest/rf-243d1197320283155443
python	Automation Engineer Ciberseguridad	Baoss	Madrid	Indefinido	N/D	2 años	06/11/2025	ai, airflow, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo automation engineer ciberseguridad en Madrid Baoss - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candid	https://www.tecnoempleo.com/automation-engineer-ciberseguridad-baoss/python-api-rest/rf-1f1c1e92524043ef7844
python	Data Analyst	Page Personnel	N/D	Indefinido	30.000 €	N/D	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data analyst en Málaga Page Personnel - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/data-analyst-page-personnel/sql-python/rf-c09e132fc2de63ffdf4a
python	Python/Angular Fullstack Developer	Hays	Barcelona	Híbrido	N/D	N/D	07/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo python/angular fullstack developer en Hibrido HAYS - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candid	https://www.tecnoempleo.com/python-angular-fullstack-developer-hays/sql/rf-f33e16e5a29003a17341
python	Python Software Engineer	Grupo Digital	Madrid	Remoto	N/D	N/D	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo python software engineer en Grupo Digital - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/python-software-engineer-grupo-digital/openapi-fastapi/rf-4cd91e7c52e833b9fd43
python	Devops engineer junior	Cdmon	Barcelona	Híbrido	24.000 €	N/D	07/11/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo devops engineer junior en Hibrido CDmon - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registr	https://www.tecnoempleo.com/devops-engineer-junior-cdmon/cloud-engineering-terraform/rf-fd28197ea2d093686f4a
python	Testing VECTORCASTS	N/D	Madrid	Híbrido	N/D	5 años	06/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo testing vectorcasts en Hibrido PANEL Sistemas Informáticos Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regist	https://www.tecnoempleo.com/testing-vectorcasts-panel-sistemas-informaticos/python-c/rf-04d5169c720b43289e46
python	Técnicos de Software Configuradores	N/D	Madrid	Híbrido	N/D	N/D	07/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo técnicos de software configuradores en Hibrido Invoin Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado 	https://www.tecnoempleo.com/tecnicos-software-configuradores-hibrido/sql-python-php-jenkins-base-datos/rf-baf713c9a27893e58349
python	Ingeniero/a Junior de Operaciones	Pontevedra Gmv	Remoto	Remoto	N/D	2 años	06/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ingeniero/a junior de operaciones en Pontevedra GMV - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candi	https://www.tecnoempleo.com/ingeniero-junior-operaciones-gmv/python-aeroespacial/rf-5e421001d211a3a7064e
python	Especialista en Micro Focus (MFES)	Serem	Remoto	Remoto	48.000 €	N/D	07/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo especialista en micro focus (mfes) en Serem - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato reg	https://www.tecnoempleo.com/especialista-en-micro-focus-mfes-serem/micro-focus-powershell/rf-02e31aa04246e3b28342
python	Senior QA Automation Engineer	N/D	Madrid	Híbrido	N/D	N/D	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior qa automation engineer en Hibrido Krell Consulting & Training Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candid	https://www.tecnoempleo.com/senior-qa-automation-engineer-krell-consulting-tra/selenium-java/rf-4ba2144eb2db83ad084e
python	Ing desarrollo interfaces gráficas	N/D	Madrid	Híbrido	33.000 €	N/D	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ing desarrollo interfaces gráficas en Hibrido Sedecal Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado 	https://www.tecnoempleo.com/ing-desarrollo-interfaces-graficas-sedecal/vue-java/rf-7903169cd2b3438c324c
python	Formador/a IA	Social You	Madrid	Híbrido	39.000 €	N/D	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, scikit, spark, sql	Oferta de Empleo formador/a ia en Hibrido Social You - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado 	https://www.tecnoempleo.com/formador-ia-social-you/python-git/rf-23841c6cb2c08326d84a
python	QA Tester	Serem	Remoto	Remoto	N/D	N/D	07/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo qa tester en Serem - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado Entra en tu cuent	https://www.tecnoempleo.com/qa-tester-serem/python-postman/rf-80981df0522833f06547
python	Python Developer	Hays	Barcelona	Híbrido	22.000 €	N/D	06/11/2025	ai, airflow, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo python developer en Hibrido HAYS - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado Ent	https://www.tecnoempleo.com/python-developer-hays/sql-server/rf-0b501c4a725ce3c2884f
python	Ingeniero/a de Datos	Panel Sistemas Informáticos	Remoto	Remoto	N/D	8 años	07/11/2025	ai, airflow, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ingeniero/a de datos en PANEL Sistemas Informáticos - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candi	https://www.tecnoempleo.com/ingeniero-datos-panel-sistemas-informaticos/etl-dbt/rf-308614d702ab33c53846
python	Data Engineer - Migración de Datos	N/D	Sevilla	Híbrido	18.000 €	N/D	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineermigración de datos en Hibrido Michael Page Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/data-engineer-migracion-datos-michael-page/python-sql/rf-d7b01c69e271231f3b4f
python	Desarrollador Python/Pyspark	Arelance	Remoto	Remoto	24.000 €	N/D	06/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo desarrollador python/pyspark en Arelance - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regist	https://www.tecnoempleo.com/desarrollador-python-pyspark-arelance/control-m-athena/rf-3d1d1732a21ad365864e
python	Desarrollador Python Automatización	Arelance	Remoto	Remoto	39.000 €	3 años	04/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo desarrollador python automatización en Arelance - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato	https://www.tecnoempleo.com/desarrollador-python-automatizacion-arelance/github-actions-ci-cd/rf-49241b2e922d43131245
python	Ingeniero/a QA Sector Aeroespacial	N/D	Madrid	Indefinido	N/D	3 años	05/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ingeniero/a qa sector aeroespacial en Presencial Digital Talent Agency Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/ingeniero-qa-sector-aeroespacial-digital-talent-ag/selenium-appium/rf-2ee5130cf2be0373e44d
python	Senior AI Scientist	Santander	Madrid	Indefinido	N/D	N/D	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, scikit, spark, sql, tensorflow	Oferta de Empleo senior ai scientist en Madrid Santander - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registr	https://www.tecnoempleo.com/senior-ai-scientist-santander/python-pytorch/rf-4ce81e9a122083d5744b
python	Big Data Engineer Gcp	Randstad Es	Madrid	Prácticas	N/D	N/D	06/11/2025	ai, airflow, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, pandas, power bi, python, r, spark, sql	Oferta de Empleo big data engineer gcp en Madrid Randstad ES - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato reg	https://www.tecnoempleo.com/big-data-engineer-gcp-randstad-es/etl-python/rf-4e05149b72c323cd2a47
python	DATA ENGINEER- Apasionado por la IA	N/D	Madrid	Teletrabajo	54.000 €	N/D	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineer- apasionado por la ia en Madrid Michael Page Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regist	https://www.tecnoempleo.com/data-engineer-apasionado-por-la-ia-michael-page/pyspark-sql/rf-f5fa1e29a207b337c949
python	Desarrollador/a Full Stack Java	Cib Labs	Valencia	Remoto	N/D	35 años	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo desarrollador/a full stack java en CIB labs - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato reg	https://www.tecnoempleo.com/desarrollador-full-stack-java-cib-labs/bootstrap-html5/rf-e4b91112e2e1a304c34c
python	Data Scientist con Discapacidad	N/D	Madrid	Indefinido	35.000 €	N/D	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data scientist con discapacidad en Madrid Michael Page Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado	https://www.tecnoempleo.com/data-scientist-con-discapacidad-michael-page/python-r/rf-bce61c45a27d13905343
python	Desarrollador/a Software Fullstack	N/D	Valencia	Indefinido	27.000 €	4 años	04/11/2025	ai, aws, azure, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo desarrollador/a software fullstack en Valencia Suma.dev Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/desarrollador-software-fullstack-sumadev/java-spring-boot/rf-3acb1082b2e553679b4d
python	Data Scientist Consultant	Accenture	Madrid	Indefinido	N/D	N/D	04/11/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data scientist consultant en Barcelona Accenture - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidat	https://www.tecnoempleo.com/data-scientist-consultant-accenture/python-r/rf-f3c7118012eab3d33b45
python	Data Developer (Spark y Python)	Arelance	Remoto	Remoto	27.000 €	2 años	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data developer (spark y python) en Arelance - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato reg	https://www.tecnoempleo.com/data-developer-spark-python-arelance/python-spark-aws-sql-git-jenkins/rf-99631521129ef3a2e646
python	Senior Data Scientist	Wizeline	Barcelona	Híbrido	N/D	N/D	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, scikit, spark, sql	Oferta de Empleo senior data scientist en Hibrido WIZELINE - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/senior-data-scientist-wizeline/python-scala/rf-470b1e85122b63e7d547
python	C++ Engineer	Page Personnel	Barcelona	Híbrido	48.000 €	N/D	05/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo c++ engineer en Hibrido Page Personnel - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registra	https://www.tecnoempleo.com/c-engineer-page-personnel/c-python/rf-b88d1455b278931c3b45
python	Desarrollador/a Inteligencia Artificial	N/D	Barcelona	Híbrido	N/D	N/D	06/11/2025	ai, aws, azure, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo desarrollador/a inteligencia artificial en Hibrido Aubay Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registra	https://www.tecnoempleo.com/desarrollador-inteligencia-artificial-aubay/python-inteligencia-artificial/rf-63a01c8682a203a8a240
python	Senior Data Engineer	Michael Page	Barcelona	Indefinido	N/D	N/D	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior data engineer en Barcelona Michael Page - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/senior-data-engineer-michael-page/spark-scala/rf-5d4c120f728a732eb149
python	Software Engineer Internship	Airbus	Madrid	Prácticas	N/D	Sin experiencia	05/11/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo software engineer internship en Madrid Airbus - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/software-engineer-internship-airbus/c-python/rf-e5c710bc32a4d3e4804f
python	Data Engineer / Incidencias	Grupo Digital	Madrid	Híbrido	36.000 €	5 años	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineer / incidencias en Hibrido Grupo Digital - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/data-engineer-incidencias-grupo-digital/python-snowflake/rf-ee2c11d352323302ad4d
